Tec;Probab;Probab Acum;Números Aleatórios;;;
;;;0,550859096;15;;
;;;0,989898373;30;;
;;;0,542893765;15;;
;;;0,314127018;15;;
;;;0,088167974;5;;
;;;0,867458113;25;;
;;;0,63103122;20;;
;;;0,318765831;15;;
;;;0,972014527;30;;
;;;0,407300027;15;;
;;;0,783135472;25;;
;;;0,510361034;15;;
;;;0,56489761;15;;
;;;0,791894284;25;;
;;;0,141850032;10;;
;;;0,89107944;25;;
;;;0,06961272;5;;
;;;0,284218879;10;;
;;;0,803277688;25;;
;;;0,016968291;5;;
;;;0,785393841;25;;
;;;0,585070345;15;;
;;;0,370677816;15;;
;;;0,461439863;15;;
;;;0,342081973;15;;
;;;0,254432814;10;;
;;;0,315042573;15;;
;;;0,858821375;25;;
;;;0,194647053;10;;
;;;0,353617969;15;;
;;;0,673543504;20;;
;;;0,934232612;30;;
;;;0,158421583;10;;
;;;0,964629048;30;;
;;;0,116794336;10;;
;;;0,426099429;15;;
;;;0,26657918;10;;
;;;0,742301706;20;;
;;;0,917020173;30;;
;;;0,307565538;15;;
;;;0,731192969;20;;
;;;0,156285287;10;;
;;;0,847285379;25;;
;;;0,212683493;10;;
;;;0,28910184;10;;
;;;0,578569903;15;;
;;;0,544297617;15;;
;;;0,474349193;15;;
;;;0,713797418;20;;
;;;0,87285989;25;;
;;;0,364604633;15;;
;;;0,679372539;20;;
;;;0,774437696;25;;
;;;0,642262032;20;;
;;;0,266884365;10;;
;;;0,14783166;10;;
;;;0,423505356;15;;
;;;0,79155858;25;;
;;;0,750206;25;;
;;;0,242103336;10;;
;;;0,494216742;15;;
;;;0,559862056;15;;
;;;0,380809961;15;;
;;;0,912503433;30;;
;;;0,688863796;20;;
;;;0,680623798;20;;
;;;0,937620167;30;;
;;;0,385326701;15;;
;;;0,139561144;10;;
;;;0,824396496;25;;
;;;0,708182012;20;;
;;;0,399853511;15;;
;;;0,322428053;15;;
;;;0,981353191;30;;
;;;0,966490677;30;;
;;;0,90029603;30;;
;;;0,606402783;20;;
;;;0,939542833;30;;
;;;0,1633961;10;;
;;;0,589159825;15;;
;;;0,218420972;10;;
;;;0,514877773;15;;
;;;0,861445967;25;;
;;;0,248237556;10;;
;;;0,905484176;30;;
;;;0,689504685;20;;
;;;0,944792016;30;;
;;;0,233252968;10;;
;;;0,075411237;5;;
;;;0,314462722;15;;
;;;0,136020997;10;;
;;;0,04873806;5;;
;;;0,697531053;20;;
;;;0,53337199;15;;
;;;0,350810266;15;;
;;;0,409283731;15;;
;;;0,743919187;20;;
;;;0,58250679;15;;
;;;0,921567431;30;;
;;;0,693044832;20;;
;;;0,453505051;15;;
;;;0,124668111;10;;
;;;0,221594897;10;;
;;;0,194524979;10;;
;;;0,199102756;10;;
;;;0,772331919;25;;
;;;0,721060823;20;;
;;;0,082155828;5;;
;;;0,239692373;10;;
;;;0,956053346;30;;
;;;0,005310221;5;;
;;;0,467207862;15;;
;;;0,138431959;10;;
;;;0,795525987;25;;
;;;0,788140507;25;;
;;;0,490401929;15;;
;;;0,127933592;10;;
;;;0,128421888;10;;
;;;0,449568163;15;;
;;;0,832209235;25;;
;;;0,204260384;10;;
;;;0,353770562;15;;
;;;0,130985443;10;;
;;;0,553422651;15;;
;;;0,230597858;10;;
;;;0,246009705;10;;
;;;0,917783135;30;;
;;;0,671834468;20;;
;;;0,83169042;25;;
;;;0,396038697;15;;
;;;0,141148106;10;;
;;;0,38166448;15;;
;;;0,360942412;15;;
;;;0,435468612;15;;
;;;0,330576495;15;;
;;;0,321695608;15;;
;;;0,720847194;20;;
;;;0,700399792;20;;
;;;0,847560045;25;;
;;;0,798608356;25;;
;;;0,318155461;15;;
;;;0,490646077;15;;
;;;0,732413709;20;;
;;;0,371440779;15;;
;;;0,935026093;30;;
;;;0,581225013;15;;
;;;0,795342875;25;;
;;;0,70393994;20;;
;;;0,797570727;25;;
;;;0,141911069;10;;
;;;0,482619709;15;;
;;;0,090426344;5;;
;;;0,622882778;20;;
;;;0,721213416;20;;
;;;0,54976043;15;;
;;;0,561998352;15;;
;;;0,925748466;30;;
;;;0,451002533;15;;
;;;0,072115238;5;;
;;;0,978789636;30;;
;;;0,366405225;15;;
;;;0,128330332;10;;
;;;0,825189978;25;;
;;;0,01495407;5;;
;;;0,420728172;15;;
;;;0,330210273;15;;
;;;0,564653462;15;;
;;;0,442762535;15;;
;;;0,153508103;10;;
;;;0,217932676;10;;
;;;0,238837855;10;;
;;;0,621143223;20;;
;;;0,377117222;15;;
;;;0,187108982;10;;
;;;0,663258766;20;;
;;;0,59602649;15;;
;;;0,975585192;30;;
;;;0,019714957;5;;
;;;0,689901425;20;;
;;;0,718222602;20;;
;;;0,67629017;20;;
;;;0,69411298;20;;
;;;0,401654103;15;;
;;;0,184972686;10;;
;;;0,050141911;5;;
;;;0,509811701;15;;
;;;0,363292337;15;;
;;;0,411664174;15;;
;;;0,021454512;5;;
;;;0,682790613;20;;
;;;0,460646382;15;;
;;;0,63985107;20;;
;;;0,66872158;20;;
;;;0,067751091;5;;
;;;0,358592486;15;;
;;;0,687887204;20;;
;;;0,597949156;15;;
;;;0,163640248;10;;
;;;0,109591968;10;;
;;;0,250343333;10;;
;;;0,669240394;20;;
;;;0,058595538;5;;
;;;0,943968017;30;;
;;;0,65254677;20;;
;;;0,358287301;15;;
;;;0,470564898;15;;
;;;0,77272866;25;;
;;;0,466383862;15;;
;;;0,533829768;15;;
;;;0,53993347;15;;
;;;0,435010834;15;;
;;;0,893856624;25;;
;;;0,932370983;30;;
;;;0,530289621;15;;
;;;0,220526749;10;;
;;;0,324045534;15;;
;;;0,11139256;10;;
;;;0,09378338;5;;
;;;0,69881283;20;;
;;;0,970854823;30;;
;;;0,162541581;10;;
;;;0,25696585;10;;
;;;0,386303293;15;;
;;;0,996215705;30;;
;;;0,965422529;30;;
;;;0,783837397;25;;
;;;0,282692953;10;;
;;;0,026642659;5;;
;;;0,263954588;10;;
;;;0,071749016;5;;
;;;0,807458724;25;;
;;;0,468306528;15;;
;;;0,346385083;15;;
;;;0,237281411;10;;
;;;0,168218024;10;;
;;;0,526871548;15;;
;;;0,60954619;20;;
;;;0,547257912;15;;
;;;0,691885128;20;;
;;;0,339243751;15;;
;;;0,789696951;25;;
;;;0,852076785;25;;
;;;0,149998474;10;;
;;;0,122623371;10;;
;;;0,140202033;10;;
;;;0,177129429;10;;
;;;0,609454634;20;;
;;;0,747184668;20;;
;;;0,338084048;15;;
;;;0,128696554;10;;
;;;0,839747307;25;;
;;;0,639149144;20;;
;;;0,400006104;15;;
;;;0,270546587;10;;
;;;0,80834376;25;;
;;;0,420087283;15;;
;;;0,389477218;15;;
;;;0,127384259;10;;
;;;0,294991913;10;;
;;;0,188726463;10;;
;;;0,196325571;10;;
;;;0,971800897;30;;
;;;0,156529435;10;;
;;;0,851771599;25;;
;;;0,16953032;10;;
;;;0,050141911;5;;
;;;0,273201697;10;;
;;;0,409375286;15;;
;;;0,885067293;25;;
;;;0,404736473;15;;
;;;0,708120975;20;;
;;;0,602557451;20;;
;;;0,829340495;25;;
;;;0,947630238;30;;
;;;0,110538041;10;;
;;;0,827723014;25;;
;;;0,280556658;10;;
;;;0,94247261;30;;
;;;0,894802698;25;;
;;;0,725089267;20;;
;;;0,167943358;10;;
;;;0,551316874;15;;
;;;0,225775933;10;;
;;;0,347483749;15;;
;;;0,191137425;10;;
;;;0,601641896;20;;
;;;0,342204047;15;;
;;;0,315073092;15;;
;;;0,980315561;30;;
;;;0,230567339;10;;
;;;0,249244667;10;;
;;;0,862910855;25;;
;;;0,578936125;15;;
;;;0,562211982;15;;
;;;0,311349834;15;;
;;;0,187108982;10;;
;;;0,029633473;5;;
;;;0,0745262;5;;
;;;0,776787622;25;;
;;;0,996642964;30;;
;;;0,345164342;15;;
;;;0,811853389;25;;
;;;0,765068514;25;;
;;;0,67546617;20;;
;;;0,645222327;20;;
;;;0,099246193;5;;
;;;0,748527482;20;;
;;;0,963408307;30;;
;;;0,740409558;20;;
;;;0,91543321;30;;
;;;0,059266945;5;;
;;;0,559801019;15;;
;;;0,945036164;30;;
;;;0,579668569;15;;
;;;0,452864162;15;;
;;;0,558091983;15;;
;;;0,399456771;15;;
;;;0,909726249;30;;
;;;0,25962096;10;;
;;;0,116000855;10;;
;;;0,683431501;20;;
;;;0,506668294;15;;
;;;0,155461287;10;;
;;;0,269020661;10;;
;;;0,001770074;5;;
;;;0,322794275;15;;
;;;0,082705161;5;;
;;;0,292001099;10;;
;;;0,723746452;20;;
;;;0,169103061;10;;
;;;0,352946562;15;;
;;;0,51637318;15;;
;;;0,556596576;15;;
;;;0,318552202;15;;
;;;0,462477493;15;;
;;;0,008423109;5;;
;;;0,135990478;10;;
;;;0,860927152;25;;
;;;0,652027955;20;;
;;;0,015289773;5;;
;;;0,312875759;15;;
;;;0,966368603;30;;
;;;0,741782891;20;;
;;;0,584582049;15;;
;;;0,919522691;30;;
;;;0,712973418;20;;
;;;0,273201697;10;;
;;;0,264259774;10;;
;;;0,294717246;10;;
;;;0,635425886;20;;
;;;0,488631855;15;;
;;;0,288949248;10;;
;;;0,350596637;15;;
;;;0,650227363;20;;
;;;0,179876095;10;;
;;;0,158391064;10;;
;;;0,461317789;15;;
;;;0,514481033;15;;
;;;0,937681204;30;;
;;;0,015259255;5;;
;;;0,955259865;30;;
;;;0,47379986;15;;
;;;0,832087161;25;;
;;;0,72768334;20;;
;;;0,492233039;15;;
;;;0,256202887;10;;
;;;0,056550798;5;;
;;;0,083162938;5;;
;;;0,106601154;10;;
;;;0,067842647;5;;
;;;0,565477462;15;;
;;;0,000244148;5;;
;;;0,197546312;10;;
;;;0,746879482;20;;
;;;0,237464522;10;;
;;;0,163884396;10;;
;;;0,247901852;10;;
;;;0,73177282;20;;
;;;0,595263527;15;;
;;;0,99078341;30;;
;;;0,552964873;15;;
;;;0,000671407;5;;
;;;0,613391522;20;;
;;;0,331186865;15;;
;;;0,739951781;20;;
;;;0,637134922;20;;
;;;0,645039216;20;;
;;;0,813501389;25;;
;;;0,360026856;15;;
;;;0,179509873;10;;
;;;0,999481185;30;;
;;;0,237067782;10;;
;;;0,33375042;15;;
;;;0,409680471;15;;
;;;0,200720237;10;;
;;;0,920834986;30;;
;;;0,531205176;15;;
;;;0,737357707;20;;
;;;0,459639271;15;;
;;;0,41257973;15;;
;;;0,26822718;10;;
;;;0,836512345;25;;
;;;0,389538255;15;;
;;;0,466383862;15;;
;;;3,05185E-05;5;;
;;;0,68980987;20;;
;;;0,497787408;15;;
;;;0,693502609;20;;
;;;0,993011261;30;;
;;;0,697866756;20;;
;;;0,483718375;15;;
;;;0,793420209;25;;
;;;0,256477554;10;;
;;;0,008667257;5;;
;;;0,874416334;25;;
;;;0,771324808;25;;
;;;0,51576281;15;;
;;;0,724448378;20;;
;;;0,029663991;5;;
;;;0,047975097;5;;
;;;0,506820887;15;;
;;;0,141392254;10;;
;;;0,047669912;5;;
;;;0,868800928;25;;
;;;0,375133518;15;;
;;;0,679219947;20;;
;;;0,601733451;20;;
;;;0,917325358;30;;
;;;0,458906827;15;;
;;;0,65581225;20;;
;;;0,240272225;10;;
;;;0,540849025;15;;
;;;0,23831904;10;;
;;;0,564561907;15;;
;;;0,181035798;10;;
;;;0,493026521;15;;
;;;0,73238319;20;;
;;;0,009308145;5;;
;;;0,130375072;10;;
;;;0,600451674;20;;
;;;0,123722037;10;;
;;;0,954252754;30;;
;;;0,159520249;10;;
;;;0,259437849;10;;
;;;0,893795587;25;;
;;;0,443800165;15;;
;;;0,168370617;10;;
;;;0,169103061;10;;
;;;0,248542741;10;;
;;;0,450483718;15;;
;;;0,968840602;30;;
;;;0,206884976;10;;
;;;0,116733299;10;;
;;;0,004882962;5;;
;;;0,518143254;15;;
;;;0,853022858;25;;
;;;0,501541185;15;;
;;;0,26596881;10;;
;;;0,33414716;15;;
;;;0,069948424;5;;
;;;0,466994232;15;;
;;;0,686574908;20;;
;;;0,623371075;20;;
;;;0,043427839;5;;
;;;0,540574358;15;;
;;;0,930967132;30;;
;;;0,153111362;10;;
;;;0,690755943;20;;
;;;0,812738426;25;;
;;;0,700766015;20;;
;;;0,399182104;15;;
;;;0,342905972;15;;
;;;0,51536607;15;;
;;;0,125125889;10;;
;;;0,999877926;30;;
;;;0,507217627;15;;
;;;0,359660634;15;;
;;;0,871791742;25;;
;;;0,048341319;5;;
;;;0,115665151;10;;
;;;0,415173803;15;;
;;;0,634846034;20;;
;;;0,253730888;10;;
;;;0,166386914;10;;
;;;0,811151463;25;;
;;;0,155919065;10;;
;;;0,502822962;15;;
;;;0,163609729;10;;
;;;0,041261025;5;;
;;;0,434919279;15;;
;;;0,853297525;25;;
;;;0,262764367;10;;
;;;0,153386029;10;;
;;;0,285988952;10;;
;;;0,490005188;15;;
;;;0,527054659;15;;
;;;0,604846339;20;;
;;;0,895962401;25;;
;;;0,675222022;20;;
;;;0,201422163;10;;
;;;0,065584277;5;;
;;;0,540726951;15;;
;;;0,224311045;10;;
;;;0,410473952;15;;
;;;0,94943083;30;;
;;;0,116122929;10;;
;;;0,538224433;15;;
;;;0,186376537;10;;
;;;0,955137791;30;;
;;;0,639515366;20;;
;;;0,723502304;20;;
;;;0,233283486;10;;
;;;0,398663289;15;;
;;;0,378337962;15;;
;;;0,83190405;25;;
;;;0,333994568;15;;
;;;0,617633595;20;;
;;;0,761803034;25;;
;;;0,750022889;25;;
;;;0,805780206;25;;
;;;0,229041414;10;;
;;;0,732169561;20;;
;;;0,770744957;25;;
;;;0,911069063;30;;
;;;0,522232734;15;;
;;;0,691579943;20;;
;;;0,377544481;15;;
;;;0,62959685;20;;
;;;0,767387921;25;;
;;;0,700979644;20;;
;;;0,272896512;10;;
;;;0,698141423;20;;
;;;0,721671194;20;;
;;;0,087069308;5;;
;;;0,18222602;10;;
;;;0,323801386;15;;
;;;0,113589892;10;;
;;;0,113956114;10;;
;;;0,464247566;15;;
;;;0,477919858;15;;
;;;0,387432478;15;;
;;;0,875209815;25;;
;;;0,059297464;5;;
;;;0,175542467;10;;
;;;0,488357189;15;;
;;;0,063051241;5;;
;;;0,80712302;25;;
;;;0,648426771;20;;
;;;0,970030824;30;;
;;;0,770958586;25;;
;;;0,664326914;20;;
;;;0,815851314;25;;
;;;0,205633717;10;;
;;;0,985106967;30;;
;;;0,854335154;25;;
;;;0,961333048;30;;
;;;0,983916746;30;;
;;;0,922177801;30;;
;;;0,479567858;15;;
;;;0,02026429;5;;
;;;0,270577105;10;;
;;;0,868770409;25;;
;;;0,628131962;20;;
;;;0,385235145;15;;
;;;0,41788995;15;;
;;;0,678975799;20;;
;;;0,505600146;15;;
;;;0,634998627;20;;
;;;0,601916562;20;;
;;;0,586657308;15;;
;;;0,623920408;20;;
;;;0,093874935;5;;
;;;0,770134587;25;;
;;;0,488204596;15;;
;;;0,577532273;15;;
;;;0,627277444;20;;
;;;0,879757073;25;;
;;;0,352336192;15;;
;;;0,439344462;15;;
;;;0,579607532;15;;
;;;0,708395642;20;;
;;;0,913113804;30;;
;;;0,306466872;15;;
;;;0,261421552;10;;
;;;0,01821955;5;;
;;;0,302346873;15;;
;;;0,028107547;5;;
;;;0,891384625;25;;
;;;0,355052339;15;;
;;;0,777794733;25;;
;;;0,64598529;20;;
;;;0,399517808;15;;
;;;0,263161107;10;;
;;;0,203192236;10;;
;;;0,578966643;15;;
;;;0,998321482;30;;
;;;0,197485275;10;;
;;;0,436689352;15;;
;;;0,083315531;5;;
;;;0,927243873;30;;
;;;0,914639729;30;;
;;;0,283455916;10;;
;;;0,019409772;5;;
;;;0,277779473;10;;
;;;0,623004852;20;;
;;;0,169225135;10;;
;;;0,456129643;15;;
;;;0,304483169;15;;
;;;0,674703207;20;;
;;;0,190740684;10;;
;;;0,144871364;10;;
;;;0,12878811;10;;
;;;0,079073458;5;;
;;;0,699301126;20;;
;;;0,393566698;15;;
;;;0,241431928;10;;
;;;0,620166631;20;;
;;;0,073824274;5;;
;;;0,37244789;15;;
;;;0,710257271;20;;
;;;0,858638264;25;;
;;;0,839747307;25;;
;;;0,382824183;15;;
;;;0,499038667;15;;
;;;0,800012207;25;;
;;;0,789544359;25;;
;;;0,119815668;10;;
;;;0,804223762;25;;
;;;0,509964293;15;;
;;;0,26187933;10;;
;;;0,460585345;15;;
;;;0,815027314;25;;
;;;0,458174383;15;;
;;;0,234900967;10;;
;;;0,809198279;25;;
;;;0,804193243;25;;
;;;0,872066408;25;;
;;;0,390209662;15;;
;;;0,529343547;15;;
;;;0,954557939;30;;
;;;0,881282998;25;;
;;;0,804132206;25;;
;;;0,496230964;15;;
;;;0,828455458;25;;
;;;0,734733116;20;;
;;;0,421735282;15;;
;;;0,298837245;10;;
;;;0,885982849;25;;
;;;0,871089816;25;;
;;;0,970702231;30;;
;;;0,123844111;10;;
;;;0,958220161;30;;
;;;0,123752556;10;;
;;;0,470534379;15;;
;;;0,852504044;25;;
;;;0,081759087;5;;
;;;0,84234138;25;;
;;;0,994232002;30;;
;;;0,4013184;15;;
;;;0,601031526;20;;
;;;0,210974456;10;;
;;;0,8374279;25;;
;;;0,838770714;25;;
;;;0,944181646;30;;
;;;0,545396283;15;;
;;;0,752769555;25;;
;;;0,307962279;15;;
;;;0,979094821;30;;
;;;0,849604785;25;;
;;;0,404339732;15;;
;;;0,287606433;10;;
;;;0,355967895;15;;
;;;0,413739433;15;;
;;;0,699575793;20;;
;;;0,222113712;10;;
;;;0,742301706;20;;
;;;0,734153264;20;;
;;;0,153904843;10;;
;;;0,051850948;5;;
;;;0,356425672;15;;
;;;0,536820582;15;;
;;;0,945310831;30;;
;;;0,675222022;20;;
;;;0,706808679;20;;
;;;0,185796686;10;;
;;;0,814050722;25;;
;;;0,873592334;25;;
;;;0,941892758;30;;
;;;0,25757622;10;;
;;;0,464949492;15;;
;;;0,730399487;20;;
;;;0,718131046;20;;
;;;0,562517167;15;;
;;;0,627430036;20;;
;;;0,075563829;5;;
;;;0,99160741;30;;
;;;0,395184179;15;;
;;;0,430036317;15;;
;;;0,986663411;30;;
;;;0,639576403;20;;
;;;0,294076357;10;;
;;;0,245979186;10;;
;;;0,877712333;25;;
;;;0,318613239;15;;
;;;0,092654195;5;;
;;;0,665364544;20;;
;;;0,20761742;10;;
;;;0,465285195;15;;
;;;0,54237495;15;;
;;;0,750572222;25;;
;;;0,338389233;15;;
;;;0,84542375;25;;
;;;0,289498581;10;;
;;;0,231299783;10;;
;;;0,57554857;15;;
;;;0,558793909;15;;
;;;0,486465041;15;;
;;;0,795281838;25;;
;;;0,920926542;30;;
;;;0,904812769;30;;
;;;0,819391461;25;;
;;;0,130710776;10;;
;;;0,570116276;15;;
;;;0,016083254;5;;
;;;0,23279519;10;;
;;;0,877224036;25;;
;;;0,68489639;20;;
;;;0,66563921;20;;
;;;0,132847072;10;;
;;;0,140995514;10;;
;;;0,472457045;15;;
;;;0,154057436;10;;
;;;0,350352489;15;;
;;;0,730887783;20;;
;;;0,10257271;10;;
;;;0,683523057;20;;
;;;0,644856105;20;;
;;;0,771111179;25;;
;;;0,493942076;15;;
;;;0,123661;10;;
;;;0,030793176;5;;
;;;0,847682119;25;;
;;;0,500534074;15;;
;;;0,576830348;15;;
;;;0,707510605;20;;
;;;0,343607898;15;;
;;;0,530198065;15;;
;;;0,64824366;20;;
;;;0,873622852;25;;
;;;0,120517594;10;;
;;;0,125644704;10;;
;;;0,827295755;25;;
;;;0,207708975;10;;
;;;0,201666311;10;;
;;;0,539902951;15;;
;;;0,88677633;25;;
;;;0,29627369;10;;
;;;0,613452559;20;;
;;;0,836909085;25;;
;;;0,705710013;20;;
;;;0,789880062;25;;
;;;0,041169469;5;;
;;;0,548844874;15;;
;;;0,422254097;15;;
;;;0,569444868;15;;
;;;0,455885495;15;;
;;;0,421491134;15;;
;;;0,323007904;15;;
;;;0,703390606;20;;
;;;0,367656484;15;;
;;;0,278603473;10;;
;;;0,37488937;15;;
;;;0,477004303;15;;
;;;0,862483596;25;;
;;;0,536515397;15;;
;;;0,805810724;25;;
;;;0,275460067;10;;
;;;0,078341014;5;;
;;;0,400708029;15;;
;;;0,640400403;20;;
;;;0,601428266;20;;
;;;0,277352214;10;;
;;;0,275093844;10;;
;;;0,597186193;15;;
;;;0,008758812;5;;
;;;0,169316691;10;;
;;;0,415387432;15;;
;;;0,253242592;10;;
;;;0,233649709;10;;
;;;0,64394055;20;;
;;;0,357982116;15;;
;;;0,882656331;25;;
;;;0,303964354;15;;
;;;0,567339091;15;;
;;;0,155461287;10;;
;;;0,875057222;25;;
;;;0,908566546;30;;
;;;0,799249245;25;;
;;;0,949919126;30;;
;;;0,14065981;10;;
;;;0,807550279;25;;
;;;0,087038789;5;;
;;;0,915402692;30;;
;;;0,407696768;15;;
;;;0,564836573;15;;
;;;0,993469039;30;;
;;;0,100894192;10;;
;;;0,818689535;25;;
;;;0,384228034;15;;
;;;0,512955107;15;;
;;;0,20496231;10;;
;;;0,731833857;20;;
;;;0,330240791;15;;
;;;0,534562212;15;;
;;;0,812891018;25;;
;;;0,133762627;10;;
;;;0,714926603;20;;
;;;0,806329539;25;;
;;;0,128452406;10;;
;;;0,569872127;15;;
;;;0,931943724;30;;
;;;0,557847835;15;;
;;;0,730887783;20;;
;;;0,998413038;30;;
;;;0,519180883;15;;
;;;0,437513352;15;;
;;;0,388348033;15;;
;;;0,474562822;15;;
;;;0,731284524;20;;
;;;0,920316172;30;;
;;;0,459517197;15;;
;;;0,07126072;5;;
;;;0,402874844;15;;
;;;0,842677084;25;;
;;;0,914273507;30;;
;;;0,942075869;30;;
;;;0,38431959;15;;
;;;0,220343638;10;;
;;;0,50450148;15;;
;;;0,933133946;30;;
;;;0,330912198;15;;
;;;0,005981628;5;;
;;;0,116977447;10;;
;;;0,6502884;20;;
;;;0,126773888;10;;
;;;0,942228462;30;;
;;;0,83886227;25;;
;;;0,387401959;15;;
;;;0,724906156;20;;
;;;0,16666158;10;;
;;;0,767235328;25;;
;;;0,822260201;25;;
;;;0,684286019;20;;
;;;0,725516526;20;;
;;;0,094424268;5;;
;;;0,886226997;25;;
;;;0,18570513;10;;
;;;0,650929289;20;;
;;;0,499618519;15;;
;;;0,714255196;20;;
;;;0,807367168;25;;
;;;0,75981933;25;;
;;;0,37836848;15;;
;;;0,08087405;5;;
;;;0,841242714;25;;
;;;0,829065828;25;;
;;;0,941557054;30;;
;;;0,229163488;10;;
;;;0,431867428;15;;
;;;0,304147465;15;;
;;;0,714346751;20;;
;;;0,497970519;15;;
;;;0,318918424;15;;
;;;0,197393719;10;;
;;;0,467116306;15;;
;;;0,654835658;20;;
;;;0,463942381;15;;
;;;0,331553087;15;;
;;;0,109103671;10;;
;;;0,339854122;15;;
;;;0,343638417;15;;
;;;0,585558641;15;;
;;;0,576128422;15;;
;;;0,527207251;15;;
;;;0,190160833;10;;
;;;0,29853206;10;;
;;;0,243842891;10;;
;;;0,410626545;15;;
;;;0,96008179;30;;
;;;0,488143559;15;;
;;;0,897762993;25;;
;;;0,618732261;20;;
;;;0,312845241;15;;
;;;0,039643544;5;;
;;;0,790643025;25;;
;;;0,16687521;10;;
;;;0,380596332;15;;
;;;0,522019105;15;;
;;;0,819696646;25;;
;;;0,051515244;5;;
;;;0,610065004;20;;
;;;0,787133396;25;;
;;;0,353679006;15;;
;;;0,893398846;25;;
;;;0,457838679;15;;
;;;0,008331553;5;;
;;;0,741935484;20;;
;;;0,535752434;15;;
;;;0,220831935;10;;
;;;0,315164647;15;;
;;;0,035981323;5;;
;;;0,003997925;5;;
;;;0,782280953;25;;
;;;0,679433576;20;;
;;;0,955748161;30;;
;;;0,732871487;20;;
;;;0,555345317;15;;
;;;0,209753716;10;;
;;;0,630542924;20;;
;;;0,467390973;15;;
;;;0,405011139;15;;
;;;0,510879849;15;;
;;;0,147434919;10;;
;;;0,743949705;20;;
;;;0,830011902;25;;
;;;0,263008515;10;;
;;;0,436811426;15;;
;;;0,357737968;15;;
;;;0,185369427;10;;
;;;0,678701132;20;;
;;;0,527481918;15;;
;;;0,722830897;20;;
;;;0,227698599;10;;
;;;0,992706076;30;;
;;;0,702139348;20;;
;;;0,53071688;15;;
;;;0,763542589;25;;
;;;0,641163366;20;;
;;;0,584246345;15;;
;;;0,614551225;20;;
;;;0,682882168;20;;
;;;0,286873989;10;;
;;;0,68816187;20;;
;;;0,424054689;15;;
;;;0,15826899;10;;
;;;0,345957823;15;;
;;;0,462965789;15;;
;;;0,018555254;5;;
;;;0,291695914;10;;
;;;0,173345134;10;;
;;;0,362163152;15;;
;;;0,983489486;30;;
;;;0,989532151;30;;
;;;0,562211982;15;;
;;;0,969634083;30;;
;;;0,177007355;10;;
;;;0,347331156;15;;
;;;0,714316233;20;;
;;;0,713644826;20;;
;;;0,713370159;20;;
;;;0,326029237;15;;
;;;0,337382122;15;;
;;;0,199926756;10;;
;;;0,0880459;5;;
;;;0,999908444;30;;
;;;0,025605029;5;;
;;;0,695425275;20;;
;;;0,852626118;25;;
;;;0,158146916;10;;
;;;0,579546495;15;;
;;;0,793145543;25;;
;;;0,744041261;20;;
;;;0,541703543;15;;
;;;0,421674245;15;;
;;;0,790398877;25;;
;;;0,67546617;20;;
;;;0,495315409;15;;
;;;0,764183477;25;;
;;;0,810968352;25;;
;;;0,49488815;15;;
;;;0,317545091;15;;
;;;0,684652242;20;;
;;;0,202642903;10;;
;;;0,917172765;30;;
;;;0,088808863;5;;
;;;0,766350291;25;;
;;;0,241523484;10;;
;;;0,536393323;15;;
;;;0,259651479;10;;
;;;0,459212012;15;;
;;;0,674062319;20;;
;;;0,324747459;15;;
;;;0,779442732;25;;
;;;0,817682424;25;;
;;;0,128299814;10;;
;;;0,523422956;15;;
;;;0,047944578;5;;
;;;0,771935179;25;;
;;;0,925626392;30;;
;;;0,332956938;15;;
;;;0,470046083;15;;
;;;0,588366344;15;;
;;;0,323892941;15;;
;;;0,308206427;15;;
;;;0,895260475;25;;
;;;0,675923948;20;;
;;;0,723838008;20;;
;;;0,864925077;25;;
;;;0,723349712;20;;
;;;0,394238105;15;;
;;;0,869075594;25;;
;;;0,803704947;25;;
;;;0,957274087;30;;
;;;0,020233772;5;;
;;;0,572130497;15;;
;;;0,257911924;10;;
;;;0,984466079;30;;
;;;0,528855251;15;;
;;;0,996581927;30;;
;;;0,97173986;30;;
;;;0,36793115;15;;
;;;0,344645528;15;;
;;;0,027314066;5;;
;;;0,314218574;15;;
;;;0,428601947;15;;
;;;0,720389416;20;;
;;;0,760093997;25;;
;;;0,936429945;30;;
;;;0,899533067;25;;
;;;0,898800623;25;;
;;;0,641010773;20;;
;;;0,476851711;15;;
;;;0,433820612;15;;
;;;0,7137669;20;;
;;;0,288125248;10;;
;;;0,222388379;10;;
;;;0,247627186;10;;
;;;0,787102878;25;;
;;;0,5258034;15;;
;;;0,130314035;10;;
;;;0,678518021;20;;
;;;0,977629933;30;;
;;;0,6629841;20;;
;;;0,118045595;10;;
;;;0,941618091;30;;
;;;0,238013855;10;;
;;;0,547044282;15;;
;;;0,026520585;5;;
;;;0,864131596;25;;
;;;0,536484878;15;;
;;;0,42445143;15;;
;;;0,163884396;10;;
;;;0,879543443;25;;
;;;0,998809778;30;;
;;;0,138950774;10;;
;;;0,83538316;25;;
;;;0,06286813;5;;
;;;0,927610096;30;;
;;;0,699087497;20;;
;;;0,76577044;25;;
;;;0,488357189;15;;
;;;0,854762413;25;;
;;;0,74611652;20;;
;;;0,820703757;25;;
;;;0,690389721;20;;
;;;0,283089694;10;;
;;;0,953672903;30;;
;;;0,933103427;30;;
;;;0,509262368;15;;
;;;0,274056215;10;;
;;;0,889980773;25;;
;;;0,640919218;20;;
;;;0,103244118;10;;
;;;0,537003693;15;;
